ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
1203,1203,Aisha Bhat,55,4,7,4,2
1204,1204,Siddharth Singh,56,5,1,5,1
1205,1205,Meena Sharma,57,6,2,1,2
1206,1206,Kavita Joshi,58,7,3,2,1
1207,1207,Sanjay Reddy,59,8,4,3,2
1208,1208,Rajesh Bhat,60,1,5,4,1
1209,1209,Anita Singh,61,2,6,5,2
1210,1210,Priya Sharma,62,3,7,1,1
1211,1211,Rahul Joshi,63,4,1,2,2
1212,1212,Deepak Reddy,64,5,2,3,1
1213,1213,Aisha Bhat,65,6,3,4,2
1214,1214,Siddharth Singh,66,7,4,5,1
1215,1215,Meena Sharma,22,8,5,1,2
1216,1216,Kavita Joshi,23,1,6,2,1
1217,1217,Sanjay Reddy,24,2,7,3,2
1218,1218,Rajesh Bhat,25,3,1,4,1
1219,1219,Anita Singh,26,4,2,5,2
1220,1220,Priya Sharma,27,5,3,1,1
1221,1221,Rahul Joshi,28,6,4,2,2
1222,1222,Deepak Reddy,29,7,5,3,1
1223,1223,Aisha Bhat,30,8,6,4,2
1224,1224,Siddharth Singh,31,1,7,5,1
1225,1225,Meena Sharma,32,2,1,1,2
1226,1226,Kavita Joshi,33,3,2,2,1
1227,1227,Sanjay Reddy,34,4,3,3,2
1228,1228,Rajesh Bhat,35,5,4,4,1
1229,1229,Anita Singh,36,6,5,5,2
1230,1230,Priya Sharma,37,7,6,1,1
1231,1231,Rahul Joshi,38,8,7,2,2
1232,1232,Deepak Reddy,39,1,1,3,1
1233,1233,Aisha Bhat,40,2,2,4,2
1234,1234,Siddharth Singh,41,3,3,5,1
1235,1235,Meena Sharma,42,4,4,1,2
1236,1236,Kavita Joshi,43,5,5,2,1
1237,1237,Sanjay Reddy,44,6,6,3,2
1238,1238,Rajesh Bhat,45,7,7,4,1
1239,1239,Anita Singh,46,8,1,5,2
1240,1240,Priya Sharma,47,1,2,1,1
1241,1241,Rahul Joshi,48,2,3,2,2
1242,1242,Deepak Reddy,49,3,4,3,1
1243,1243,Aisha Bhat,50,4,5,4,2
1244,1244,Siddharth Singh,51,5,6,5,1
1245,1245,Meena Sharma,52,6,7,1,2
1246,1246,Kavita Joshi,53,7,1,2,1
1247,1247,Sanjay Reddy,54,8,2,3,2
1248,1248,Rajesh Bhat,55,1,3,4,1
1249,1249,Anita Singh,56,2,4,5,2
1250,1250,Priya Sharma,57,3,5,1,1
1251,1251,Rahul Joshi,58,4,6,2,2
1252,1252,Deepak Reddy,59,5,7,3,1
1253,1253,Aisha Bhat,60,6,1,4,2
1254,1254,Siddharth Singh,61,7,2,5,1
1255,1255,Meena Sharma,62,8,3,1,2
1256,1256,Kavita Joshi,63,1,4,2,1
1257,1257,Sanjay Reddy,64,2,5,3,2
1258,1258,Rajesh Bhat,65,3,6,4,1
1259,1259,Anita Singh,66,4,7,5,2
1260,1260,Priya Sharma,22,5,1,1,1
1261,1261,Rahul Joshi,23,6,2,2,2
1262,1262,Deepak Reddy,24,7,3,3,1
1263,1263,Aisha Bhat,25,8,4,4,2
1264,1264,Siddharth Singh,26,1,5,5,1
1265,1265,Meena Sharma,27,2,6,1,2
1266,1266,Kavita Joshi,28,3,7,2,1
1267,1267,Sanjay Reddy,29,4,1,3,2
1268,1268,Rajesh Bhat,30,5,2,4,1
1269,1269,Anita Singh,31,6,3,5,2
1270,1270,Priya Sharma,32,7,4,1,1
1271,1271,Rahul Joshi,33,8,5,2,2
1272,1272,Deepak Reddy,34,1,6,3,1
1273,1273,Aisha Bhat,35,2,7,4,2
1274,1274,Siddharth Singh,36,3,1,5,1
1275,1275,Meena Sharma,37,4,2,1,2
1276,1276,Kavita Joshi,38,5,3,2,1
1277,1277,Sanjay Reddy,39,6,4,3,2
1278,1278,Rajesh Bhat,40,7,5,4,1
1279,1279,Anita Singh,41,8,6,5,2
1280,1280,Priya Sharma,42,1,7,1,1
1281,1281,Rahul Joshi,43,2,1,2,2
1282,1282,Deepak Reddy,44,3,2,3,1
1283,1283,Aisha Bhat,45,4,3,4,2
1284,1284,Siddharth Singh,46,5,4,5,1
1285,1285,Meena Sharma,47,6,5,1,2
1286,1286,Kavita Joshi,48,7,6,2,1
1287,1287,Sanjay Reddy,49,8,7,3,2
1288,1288,Rajesh Bhat,50,1,1,4,1
1289,1289,Anita Singh,51,2,2,5,2
1290,1290,Priya Sharma,52,3,3,1,1
1291,1291,Rahul Joshi,53,4,4,2,2
1292,1292,Deepak Reddy,54,5,5,3,1
1293,1293,Aisha Bhat,55,6,6,4,2
1294,1294,Siddharth Singh,56,7,7,5,1
1295,1295,Meena Sharma,57,8,1,1,2
1296,1296,Kavita Joshi,58,1,2,2,1
1297,1297,Sanjay Reddy,59,2,3,3,2
1298,1298,Rajesh Bhat,60,3,4,4,1
1299,1299,Anita Singh,61,4,5,5,2
1300,1300,Priya Sharma,62,5,6,1,1
1301,1301,Rahul Joshi,63,6,7,2,2
1302,1302,Deepak Reddy,64,7,1,3,1
1303,1303,Aisha Bhat,65,8,2,4,2
1304,1304,Siddharth Singh,66,1,3,5,1
1305,1305,Meena Sharma,22,2,4,1,2
1306,1306,Kavita Joshi,23,3,5,2,1
1307,1307,Sanjay Reddy,24,4,6,3,2
1308,1308,Rajesh Bhat,25,5,7,4,1
1309,1309,Anita Singh,26,6,1,5,2
1310,1310,Priya Sharma,27,7,2,1,1
1311,1311,Rahul Joshi,28,8,3,2,2
1312,1312,Deepak Reddy,29,1,4,3,1
1313,1313,Aisha Bhat,30,2,5,4,2
1314,1314,Siddharth Singh,31,3,6,5,1
1315,1315,Meena Sharma,32,4,7,1,2
1316,1316,Kavita Joshi,33,5,1,2,1
1317,1317,Sanjay Reddy,34,6,2,3,2
1318,1318,Rajesh Bhat,35,7,3,4,1
1319,1319,Anita Singh,36,8,4,5,2
1320,1320,Priya Sharma,37,1,5,1,1
1321,1321,Rahul Joshi,38,2,6,2,2
1322,1322,Deepak Reddy,39,3,7,3,1
1323,1323,Aisha Bhat,40,4,1,4,2
1324,1324,Siddharth Singh,41,5,2,5,1
1325,1325,Meena Sharma,42,6,3,1,2
1326,1326,Kavita Joshi,43,7,4,2,1
1327,1327,Sanjay Reddy,44,8,5,3,2
1328,1328,Rajesh Bhat,45,1,6,4,1
1329,1329,Anita Singh,46,2,7,5,2
1330,1330,Priya Sharma,47,3,1,1,1
1331,1331,Rahul Joshi,48,4,2,2,2
1332,1332,Deepak Reddy,49,5,3,3,1
1333,1333,Aisha Bhat,50,6,4,4,2
1334,1334,Siddharth Singh,51,7,5,5,1
1335,1335,Meena Sharma,52,8,6,1,2
1336,1336,Kavita Joshi,53,1,7,2,1
1337,1337,Sanjay Reddy,54,2,1,3,2
1338,1338,Rajesh Bhat,55,3,2,4,1
1339,1339,Anita Singh,56,4,3,5,2
1340,1340,Priya Sharma,57,5,4,1,1
1341,1341,Rahul Joshi,58,6,5,2,2
1342,1342,Deepak Reddy,59,7,6,3,1
1343,1343,Aisha Bhat,60,8,7,4,2
1344,1344,Siddharth Singh,61,1,1,5,1
1345,1345,Meena Sharma,62,2,2,1,2
1346,1346,Kavita Joshi,63,3,3,2,1
1347,1347,Sanjay Reddy,64,4,4,3,2
1348,1348,Rajesh Bhat,65,5,5,4,1
1349,1349,Anita Singh,66,6,6,5,2
1350,1350,Priya Sharma,22,7,7,1,1
1351,1351,Rahul Joshi,23,8,1,2,2
1352,1352,Deepak Reddy,24,1,2,3,1
1353,1353,Aisha Bhat,25,2,3,4,2
1354,1354,Siddharth Singh,26,3,4,5,1
1355,1355,Meena Sharma,27,4,5,1,2
1356,1356,Kavita Joshi,28,5,6,2,1
1357,1357,Sanjay Reddy,29,6,7,3,2
1358,1358,Rajesh Bhat,30,7,1,4,1
1359,1359,Anita Singh,31,8,2,5,2
1360,1360,Priya Sharma,32,1,3,1,1
1361,1361,Rahul Joshi,33,2,4,2,2
1362,1362,Deepak Reddy,34,3,5,3,1
1363,1363,Aisha Bhat,35,4,6,4,2
1364,1364,Siddharth Singh,36,5,7,5,1
1365,1365,Meena Sharma,37,6,1,1,2
1366,1366,Kavita Joshi,38,7,2,2,1
1367,1367,Sanjay Reddy,39,8,3,3,2
1368,1368,Rajesh Bhat,40,1,4,4,1
1369,1369,Anita Singh,41,2,5,5,2
1370,1370,Priya Sharma,42,3,6,1,1
1371,1371,Rahul Joshi,43,4,7,2,2
1372,1372,Deepak Reddy,44,5,1,3,1
1373,1373,Aisha Bhat,45,6,2,4,2
1374,1374,Siddharth Singh,46,7,3,5,1
1375,1375,Meena Sharma,47,8,4,1,2
1376,1376,Kavita Joshi,48,1,5,2,1
1377,1377,Sanjay Reddy,49,2,6,3,2
1378,1378,Rajesh Bhat,50,3,7,4,1
1379,1379,Anita Singh,51,4,1,5,2
1380,1380,Priya Sharma,52,5,2,1,1
1381,1381,Rahul Joshi,53,6,3,2,2
1382,1382,Deepak Reddy,54,7,4,3,1
1383,1383,Aisha Bhat,55,8,5,4,2
1384,1384,Siddharth Singh,56,1,6,5,1
1385,1385,Meena Sharma,57,2,7,1,2
1386,1386,Kavita Joshi,58,3,1,2,1
1387,1387,Sanjay Reddy,59,4,2,3,2
1388,1388,Rajesh Bhat,60,5,3,4,1
1389,1389,Anita Singh,61,6,4,5,2
1390,1390,Priya Sharma,62,7,5,1,1
1391,1391,Rahul Joshi,63,8,6,2,2
1392,1392,Deepak Reddy,64,1,7,3,1
1393,1393,Aisha Bhat,65,2,1,4,2
1394,1394,Siddharth Singh,66,3,2,5,1
1395,1395,Meena Sharma,22,4,3,1,2
1396,1396,Kavita Joshi,23,5,4,2,1
1397,1397,Sanjay Reddy,24,6,5,3,2
1398,1398,Rajesh Bhat,25,7,6,4,1
1399,1399,Anita Singh,26,8,7,5,2
1400,1400,Priya Sharma,27,1,1,1,1
1401,1401,Rahul Joshi,28,2,2,2,2
1402,1402,Deepak Reddy,29,3,3,3,1
1403,1403,Aisha Bhat,30,4,4,4,2
1404,1404,Siddharth Singh,31,5,5,5,1
1405,1405,Meena Sharma,32,6,6,1,2
1406,1406,Kavita Joshi,33,7,7,2,1
1407,1407,Sanjay Reddy,34,8,1,3,2
1408,1408,Rajesh Bhat,35,1,2,4,1
1409,1409,Anita Singh,36,2,3,5,2
1410,1410,Priya Sharma,37,3,4,1,1
1411,1411,Rahul Joshi,38,4,5,2,2
1412,1412,Deepak Reddy,39,5,6,3,1
1413,1413,Aisha Bhat,40,6,7,4,2
1414,1414,Siddharth Singh,41,7,1,5,1
1415,1415,Meena Sharma,42,8,2,1,2
1416,1416,Kavita Joshi,43,1,3,2,1
1417,1417,Sanjay Reddy,44,2,4,3,2
1418,1418,Rajesh Bhat,45,3,5,4,1
1419,1419,Anita Singh,46,4,6,5,2
1420,1420,Priya Sharma,47,5,7,1,1
1421,1421,Rahul Joshi,48,6,1,2,2
1422,1422,Deepak Reddy,49,7,2,3,1
1423,1423,Aisha Bhat,50,8,3,4,2
1424,1424,Siddharth Singh,51,1,4,5,1
1425,1425,Meena Sharma,52,2,5,1,2
1426,1426,Kavita Joshi,53,3,6,2,1
1427,1427,Sanjay Reddy,54,4,7,3,2
1428,1428,Rajesh Bhat,55,5,1,4,1
1429,1429,Anita Singh,56,6,2,5,2
1430,1430,Priya Sharma,57,7,3,1,1
1431,1431,Rahul Joshi,58,8,4,2,2
1432,1432,Deepak Reddy,59,1,5,3,1
1433,1433,Aisha Bhat,60,2,6,4,2
1434,1434,Siddharth Singh,61,3,7,5,1
1435,1435,Meena Sharma,62,4,1,1,2
1436,1436,Kavita Joshi,63,5,2,2,1
1437,1437,Sanjay Reddy,64,6,3,3,2
1438,1438,Rajesh Bhat,65,7,4,4,1
1439,1439,Anita Singh,66,8,5,5,2
1440,1440,Priya Sharma,22,1,6,1,1
1441,1441,Rahul Joshi,23,2,7,2,2
1442,1442,Deepak Reddy,24,3,1,3,1
1443,1443,Aisha Bhat,25,4,2,4,2
1444,1444,Siddharth Singh,26,5,3,5,1
1445,1445,Meena Sharma,27,6,4,1,2
1446,1446,Kavita Joshi,28,7,5,2,1
1447,1447,Sanjay Reddy,29,8,6,3,2
1448,1448,Rajesh Bhat,30,1,7,4,1
1449,1449,Anita Singh,31,2,1,5,2
1450,1450,Priya Sharma,32,3,2,1,1
1451,1451,Rahul Joshi,33,4,3,2,2
1452,1452,Deepak Reddy,34,5,4,3,1
1453,1453,Aisha Bhat,35,6,5,4,2
1454,1454,Siddharth Singh,36,7,6,5,1
1455,1455,Meena Sharma,37,8,7,1,2
1456,1456,Kavita Joshi,38,1,1,2,1
1457,1457,Sanjay Reddy,39,2,2,3,2
1458,1458,Rajesh Bhat,40,3,3,4,1
1459,1459,Anita Singh,41,4,4,5,2
1460,1460,Priya Sharma,42,5,5,1,1
1461,1461,Rahul Joshi,43,6,6,2,2
1462,1462,Deepak Reddy,44,7,7,3,1
1463,1463,Aisha Bhat,45,8,1,4,2
1464,1464,Siddharth Singh,46,1,2,5,1
1465,1465,Meena Sharma,47,2,3,1,2
1466,1466,Kavita Joshi,48,3,4,2,1
1467,1467,Sanjay Reddy,49,4,5,3,2
1468,1468,Rajesh Bhat,50,5,6,4,1
1469,1469,Anita Singh,51,6,7,5,2
1470,1470,Priya Sharma,52,7,1,1,1
1471,1471,Rahul Joshi,53,8,2,2,2
1472,1472,Deepak Reddy,54,1,3,3,1
1473,1473,Aisha Bhat,55,2,4,4,2
1474,1474,Siddharth Singh,56,3,5,5,1
1475,1475,Meena Sharma,57,4,6,1,2
1476,1476,Kavita Joshi,58,5,7,2,1
1477,1477,Sanjay Reddy,59,6,1,3,2
1478,1478,Rajesh Bhat,60,7,2,4,1
1479,1479,Anita Singh,61,8,3,5,2
1480,1480,Priya Sharma,62,1,4,1,1
1481,1481,Rahul Joshi,63,2,5,2,2
1482,1482,Deepak Reddy,64,3,6,3,1
1483,1483,Aisha Bhat,65,4,7,4,2
1484,1484,Siddharth Singh,66,5,1,5,1
1485,1485,Meena Sharma,22,6,2,1,2
1486,1486,Kavita Joshi,23,7,3,2,1
1487,1487,Sanjay Reddy,24,8,4,3,2
1488,1488,Rajesh Bhat,25,1,5,4,1
1489,1489,Anita Singh,26,2,6,5,2
1490,1490,Priya Sharma,27,3,7,1,1
1491,1491,Rahul Joshi,28,4,1,2,2
1492,1492,Deepak Reddy,29,5,2,3,1
1493,1493,Aisha Bhat,30,6,3,4,2
1494,1494,Siddharth Singh,31,7,4,5,1
1495,1495,Meena Sharma,32,8,5,1,2
1496,1496,Kavita Joshi,33,1,6,2,1
1497,1497,Sanjay Reddy,34,2,7,3,2
1498,1498,Rajesh Bhat,35,3,1,4,1
1499,1499,Anita Singh,36,4,2,5,2
1500,1500,Priya Sharma,37,5,3,1,1
1501,1501,Rahul Joshi,38,6,4,2,2
1502,1502,Deepak Reddy,39,7,5,3,1
1503,1503,Aisha Bhat,40,8,6,4,2
1504,1504,Siddharth Singh,41,1,7,5,1
1505,1505,Meena Sharma,42,2,1,1,2
1506,1506,Kavita Joshi,43,3,2,2,1
1507,1507,Sanjay Reddy,44,4,3,3,2
1508,1508,Rajesh Bhat,45,5,4,4,1
1509,1509,Anita Singh,46,6,5,5,2
1510,1510,Priya Sharma,47,7,6,1,1
1511,1511,Rahul Joshi,48,8,7,2,2
1512,1512,Deepak Reddy,49,1,1,3,1
1513,1513,Aisha Bhat,50,2,2,4,2
1514,1514,Siddharth Singh,51,3,3,5,1
1515,1515,Meena Sharma,52,4,4,1,2
1516,1516,Kavita Joshi,53,5,5,2,1
1517,1517,Sanjay Reddy,54,6,6,3,2
1518,1518,Rajesh Bhat,55,7,7,4,1
1519,1519,Anita Singh,56,8,1,5,2
1520,1520,Priya Sharma,57,1,2,1,1
1521,1521,Rahul Joshi,58,2,3,2,2
1522,1522,Deepak Reddy,59,3,4,3,1
1523,1523,Aisha Bhat,60,4,5,4,2
1524,1524,Siddharth Singh,61,5,6,5,1
1525,1525,Meena Sharma,62,6,7,1,2
1526,1526,Kavita Joshi,63,7,1,2,1
1527,1527,Sanjay Reddy,64,8,2,3,2
1528,1528,Rajesh Bhat,65,1,3,4,1
1529,1529,Anita Singh,66,2,4,5,2
1530,1530,Priya Sharma,22,3,5,1,1
1531,1531,Rahul Joshi,23,4,6,2,2
1532,1532,Deepak Reddy,24,5,7,3,1
1533,1533,Aisha Bhat,25,6,1,4,2
1534,1534,Siddharth Singh,26,7,2,5,1
1535,1535,Meena Sharma,27,8,3,1,2
1536,1536,Kavita Joshi,28,1,4,2,1
1537,1537,Sanjay Reddy,29,2,5,3,2
1538,1538,Rajesh Bhat,30,3,6,4,1
1539,1539,Anita Singh,31,4,7,5,2
1540,1540,Priya Sharma,32,5,1,1,1
1541,1541,Rahul Joshi,33,6,2,2,2
1542,1542,Deepak Reddy,34,7,3,3,1
1543,1543,Aisha Bhat,35,8,4,4,2
1544,1544,Siddharth Singh,36,1,5,5,1
1545,1545,Meena Sharma,37,2,6,1,2
1546,1546,Kavita Joshi,38,3,7,2,1
1547,1547,Sanjay Reddy,39,4,1,3,2
1548,1548,Rajesh Bhat,40,5,2,4,1
1549,1549,Anita Singh,41,6,3,5,2
1550,1550,Priya Sharma,42,7,4,1,1
1551,1551,Rahul Joshi,43,8,5,2,2
1552,1552,Deepak Reddy,44,1,6,3,1
1553,1553,Aisha Bhat,45,2,7,4,2
1554,1554,Siddharth Singh,46,3,1,5,1
1555,1555,Meena Sharma,47,4,2,1,2
1556,1556,Kavita Joshi,48,5,3,2,1
1557,1557,Sanjay Reddy,49,6,4,3,2
1558,1558,Rajesh Bhat,50,7,5,4,1
1559,1559,Anita Singh,51,8,6,5,2
1560,1560,Priya Sharma,52,1,7,1,1
1561,1561,Rahul Joshi,53,2,1,2,2
1562,1562,Deepak Reddy,54,3,2,3,1
1563,1563,Aisha Bhat,55,4,3,4,2
1564,1564,Siddharth Singh,56,5,4,5,1
1565,1565,Meena Sharma,57,6,5,1,2
1566,1566,Kavita Joshi,58,7,6,2,1
1567,1567,Sanjay Reddy,59,8,7,3,2
1568,1568,Rajesh Bhat,60,1,1,4,1
1569,1569,Anita Singh,61,2,2,5,2
1570,1570,Priya Sharma,62,3,3,1,1
1571,1571,Rahul Joshi,63,4,4,2,2
1572,1572,Deepak Reddy,64,5,5,3,1
1573,1573,Aisha Bhat,65,6,6,4,2
1574,1574,Siddharth Singh,66,7,7,5,1
1575,1575,Meena Sharma,22,8,1,1,2
1576,1576,Kavita Joshi,23,1,2,2,1
1577,1577,Sanjay Reddy,24,2,3,3,2
1578,1578,Rajesh Bhat,25,3,4,4,1
1579,1579,Anita Singh,26,4,5,5,2
1580,1580,Priya Sharma,27,5,6,1,1
1581,1581,Rahul Joshi,28,6,7,2,2
1582,1582,Deepak Reddy,29,7,1,3,1
1583,1583,Aisha Bhat,30,8,2,4,2
1584,1584,Siddharth Singh,31,1,3,5,1
1585,1585,Meena Sharma,32,2,4,1,2
1586,1586,Kavita Joshi,33,3,5,2,1
1587,1587,Sanjay Reddy,34,4,6,3,2
1588,1588,Rajesh Bhat,35,5,7,4,1
1589,1589,Anita Singh,36,6,1,5,2
1590,1590,Priya Sharma,37,7,2,1,1
1591,1591,Rahul Joshi,38,8,3,2,2
1592,1592,Deepak Reddy,39,1,4,3,1
1593,1593,Aisha Bhat,40,2,5,4,2
1594,1594,Siddharth Singh,41,3,6,5,1
1595,1595,Meena Sharma,42,4,7,1,2
1596,1596,Kavita Joshi,43,5,1,2,1
1597,1597,Sanjay Reddy,44,6,2,3,2
1598,1598,Rajesh Bhat,45,7,3,4,1
1599,1599,Anita Singh,46,8,4,5,2
1600,1600,Priya Sharma,47,1,5,1,1
1601,1601,Rahul Joshi,48,2,6,2,2
1602,1602,Deepak Reddy,49,3,7,3,1
1603,1603,Aisha Bhat,50,4,1,4,2
1604,1604,Siddharth Singh,51,5,2,5,1
1605,1605,Meena Sharma,52,6,3,1,2
1606,1606,Kavita Joshi,53,7,4,2,1
1607,1607,Sanjay Reddy,54,8,5,3,2
1608,1608,Rajesh Bhat,55,1,6,4,1
1609,1609,Anita Singh,56,2,7,5,2
1610,1610,Priya Sharma,57,3,1,1,1
1611,1611,Rahul Joshi,58,4,2,2,2
1612,1612,Deepak Reddy,59,5,3,3,1
1613,1613,Aisha Bhat,60,6,4,4,2
1614,1614,Siddharth Singh,61,7,5,5,1
1615,1615,Meena Sharma,62,8,6,1,2
1616,1616,Kavita Joshi,63,1,7,2,1
1617,1617,Sanjay Reddy,64,2,1,3,2
1618,1618,Rajesh Bhat,65,3,2,4,1
1619,1619,Anita Singh,66,4,3,5,2
1620,1620,Priya Sharma,22,5,4,1,1
1621,1621,Rahul Joshi,23,6,5,2,2
1622,1622,Deepak Reddy,24,7,6,3,1
1623,1623,Aisha Bhat,25,8,7,4,2
1624,1624,Siddharth Singh,26,1,1,5,1
1625,1625,Meena Sharma,27,2,2,1,2
1626,1626,Kavita Joshi,28,3,3,2,1
1627,1627,Sanjay Reddy,29,4,4,3,2
1628,1628,Rajesh Bhat,30,5,5,4,1
1629,1629,Anita Singh,31,6,6,5,2
1630,1630,Priya Sharma,32,7,7,1,1
1631,1631,Rahul Joshi,33,8,1,2,2
1632,1632,Deepak Reddy,34,1,2,3,1
1633,1633,Aisha Bhat,35,2,3,4,2
1634,1634,Siddharth Singh,36,3,4,5,1
1635,1635,Meena Sharma,37,4,5,1,2
1636,1636,Kavita Joshi,38,5,6,2,1
1637,1637,Sanjay Reddy,39,6,7,3,2
1638,1638,Rajesh Bhat,40,7,1,4,1
1639,1639,Anita Singh,41,8,2,5,2
1640,1640,Priya Sharma,42,1,3,1,1
1641,1641,Rahul Joshi,43,2,4,2,2
1642,1642,Deepak Reddy,44,3,5,3,1
1643,1643,Aisha Bhat,45,4,6,4,2
1644,1644,Siddharth Singh,46,5,7,5,1
1645,1645,Meena Sharma,47,6,1,1,2
1646,1646,Kavita Joshi,48,7,2,2,1
1647,1647,Sanjay Reddy,49,8,3,3,2
1648,1648,Rajesh Bhat,50,1,4,4,1
1649,1649,Anita Singh,51,2,5,5,2
1650,1650,Priya Sharma,52,3,6,1,1
1651,1651,Rahul Joshi,53,4,7,2,2
1652,1652,Deepak Reddy,54,5,1,3,1
1653,1653,Aisha Bhat,55,6,2,4,2
1654,1654,Siddharth Singh,56,7,3,5,1
1655,1655,Meena Sharma,57,8,4,1,2
1656,1656,Kavita Joshi,58,1,5,2,1
1657,1657,Sanjay Reddy,59,2,6,3,2
1658,1658,Rajesh Bhat,60,3,7,4,1
1659,1659,Anita Singh,61,4,1,5,2
1660,1660,Priya Sharma,62,5,2,1,1
1661,1661,Rahul Joshi,63,6,3,2,2
1662,1662,Deepak Reddy,64,7,4,3,1
1663,1663,Aisha Bhat,65,8,5,4,2
1664,1664,Siddharth Singh,66,1,6,5,1
1665,1665,Meena Sharma,22,2,7,1,2
1666,1666,Kavita Joshi,23,3,1,2,1
1667,1667,Sanjay Reddy,24,4,2,3,2
1668,1668,Rajesh Bhat,25,5,3,4,1
1669,1669,Anita Singh,26,6,4,5,2
1670,1670,Priya Sharma,27,7,5,1,1
1671,1671,Rahul Joshi,28,8,6,2,2
1672,1672,Deepak Reddy,29,1,7,3,1
1673,1673,Aisha Bhat,30,2,1,4,2
1674,1674,Siddharth Singh,31,3,2,5,1
1675,1675,Meena Sharma,32,4,3,1,2
1676,1676,Kavita Joshi,33,5,4,2,1
1677,1677,Sanjay Reddy,34,6,5,3,2
1678,1678,Rajesh Bhat,35,7,6,4,1
1679,1679,Anita Singh,36,8,7,5,2
1680,1680,Priya Sharma,37,1,1,1,1
1681,1681,Rahul Joshi,38,2,2,2,2
1682,1682,Deepak Reddy,39,3,3,3,1
1683,1683,Aisha Bhat,40,4,4,4,2
1684,1684,Siddharth Singh,41,5,5,5,1
1685,1685,Meena Sharma,42,6,6,1,2
1686,1686,Kavita Joshi,43,7,7,2,1
1687,1687,Sanjay Reddy,44,8,1,3,2
1688,1688,Rajesh Bhat,45,1,2,4,1
1689,1689,Anita Singh,46,2,3,5,2
1690,1690,Priya Sharma,47,3,4,1,1
1691,1691,Rahul Joshi,48,4,5,2,2
1692,1692,Deepak Reddy,49,5,6,3,1
1693,1693,Aisha Bhat,50,6,7,4,2
1694,1694,Siddharth Singh,51,7,1,5,1
1695,1695,Meena Sharma,52,8,2,1,2
1696,1696,Kavita Joshi,53,1,3,2,1
1697,1697,Sanjay Reddy,54,2,4,3,2
1698,1698,Rajesh Bhat,55,3,5,4,1
1699,1699,Anita Singh,56,4,6,5,2
1700,1700,Priya Sharma,57,5,7,1,1
1701,1701,Rahul Joshi,58,6,1,2,2
1702,1702,Deepak Reddy,59,7,2,3,1
1703,1703,Aisha Bhat,60,8,3,4,2
1704,1704,Siddharth Singh,61,1,4,5,1
1705,1705,Meena Sharma,62,2,5,1,2
1706,1706,Kavita Joshi,63,3,6,2,1
1707,1707,Sanjay Reddy,64,4,7,3,2
1708,1708,Rajesh Bhat,65,5,1,4,1
1709,1709,Anita Singh,66,6,2,5,2
1710,1710,Priya Sharma,22,7,3,1,1
1711,1711,Rahul Joshi,23,8,4,2,2
1712,1712,Deepak Reddy,24,1,5,3,1
1713,1713,Aisha Bhat,25,2,6,4,2
1714,1714,Siddharth Singh,26,3,7,5,1
1715,1715,Meena Sharma,27,4,1,1,2
1716,1716,Kavita Joshi,28,5,2,2,1
1717,1717,Sanjay Reddy,29,6,3,3,2
1718,1718,Rajesh Bhat,30,7,4,4,1
1719,1719,Anita Singh,31,8,5,5,2
1720,1720,Priya Sharma,32,1,6,1,1
1721,1721,Rahul Joshi,33,2,7,2,2
1722,1722,Deepak Reddy,34,3,1,3,1
1723,1723,Aisha Bhat,35,4,2,4,2
1724,1724,Siddharth Singh,36,5,3,5,1
1725,1725,Meena Sharma,37,6,4,1,2
1726,1726,Kavita Joshi,38,7,5,2,1
1727,1727,Sanjay Reddy,39,8,6,3,2
1728,1728,Rajesh Bhat,40,1,7,4,1
1729,1729,Anita Singh,41,2,1,5,2
1730,1730,Priya Sharma,42,3,2,1,1
1731,1731,Rahul Joshi,43,4,3,2,2
1732,1732,Deepak Reddy,44,5,4,3,1
1733,1733,Aisha Bhat,45,6,5,4,2
1734,1734,Siddharth Singh,46,7,6,5,1
1735,1735,Meena Sharma,47,8,7,1,2
1736,1736,Kavita Joshi,48,1,1,2,1
1737,1737,Sanjay Reddy,49,2,2,3,2
1738,1738,Rajesh Bhat,50,3,3,4,1
1739,1739,Anita Singh,51,4,4,5,2
1740,1740,Priya Sharma,52,5,5,1,1
1741,1741,Rahul Joshi,53,6,6,2,2
1742,1742,Deepak Reddy,54,7,7,3,1
1743,1743,Aisha Bhat,55,8,1,4,2
1744,1744,Siddharth Singh,56,1,2,5,1
1745,1745,Meena Sharma,57,2,3,1,2
1746,1746,Kavita Joshi,58,3,4,2,1
1747,1747,Sanjay Reddy,59,4,5,3,2
1748,1748,Rajesh Bhat,60,5,6,4,1
1749,1749,Anita Singh,61,6,7,5,2
1750,1750,Priya Sharma,62,7,1,1,1
1751,1751,Rahul Joshi,63,8,2,2,2
1752,1752,Deepak Reddy,64,1,3,3,1
1753,1753,Aisha Bhat,65,2,4,4,2
1754,1754,Siddharth Singh,66,3,5,5,1
1755,1755,Meena Sharma,22,4,6,1,2
1756,1756,Kavita Joshi,23,5,7,2,1
1757,1757,Sanjay Reddy,24,6,1,3,2
1758,1758,Rajesh Bhat,25,7,2,4,1
1759,1759,Anita Singh,26,8,3,5,2
1760,1760,Priya Sharma,27,1,4,1,1
1761,1761,Rahul Joshi,28,2,5,2,2
1762,1762,Deepak Reddy,29,3,6,3,1
1763,1763,Aisha Bhat,30,4,7,4,2
1764,1764,Siddharth Singh,31,5,1,5,1
